maxMupPrimaryCareScore,nursingMaxHpsaScoreMh,maxMuaPrimaryCareScore,nhscMaxHpsaScoreMh,specialtyTwo,semesterEndYear,sitePostalCode,siteLatitude,semesterSeason,siteProgramAbbreviatedList,siteAddressLine2,nhscMaxHpsaScorePc,siteCity,disciplineTwo,workSchedule,siteId,psMaxHpsaScoreMh,siteLongitude,camhpsActive,nhscMaxHpsaScoreDh,psMaxHpsaScorePc,siteStateAbbreviation,siteStateName,nhscActive,nursingMaxHpsaScorePc,siteTagList,siteOpportunityId,maxMctaHpsaScore,siteName,discipline,psMaxHpsaScoreDh,sitePhoneNumber,starActive,starMaxHpsaScoreMh,esrExternalIdentifier,siteAddressLine1,trainingSite,disciplineSpecialty,recordKey,disciplineOne,nursingActive,specialtyOne,opportunityType
NA,19,NA,19,Family Practice,0,67214,37.693657,,,,19,Wichita,"Physician, MD/DO","{'fullTime': True, 'partTime': False}",795B0E5D-288D-493A-B3F5-DBF38CB2D8D3,19,-97.308429,True,25,19,KS,,True,19,['SITE_PROFILE_COMPLETED'],A0BB12B1-716D-413C-AE86-42C79F7200C8,18,Hunter Health - Main Clinic,"['Associate Program Director - Medical', 'Physician, MD/DO']",25,,True,19,,2318 E Central Ave,False,"['Associate Program Director - Medical', 'Physician, MD/DO - Family Practice']",A0BB12B1-716D-413C-AE86-42C79F7200C8,Associate Program Director - Medical,True,Family Practice,Job
NA,23,37.0000,23,,0,63965,36.997331,,,,22,Van Buren,,"{'fullTime': True, 'partTime': True}",C1BC4F53-03CE-4FFE-B87B-3C92E1714B3C,23,-91.014658,True,25,22,MO,Missouri,True,22,"['NHSC_FORHP_RCORP_SITE', 'SITE_PROFILE_COMPLETED']",8DBE9F74-5ED0-4A37-970F-FF4986CD6AB2,21,Missouri Highlands Health Care - Van Buren,"['Physician, MD/DO']",25,5733234253,True,23,,405 Main St,False,"['Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",8DBE9F74-5ED0-4A37-970F-FF4986CD6AB2,"Physician, MD/DO",True,Family Practice,Job
NA,23,52.0000,23,,0,65466,37.1419,,,,22,Eminence,,"{'fullTime': True, 'partTime': True}",DE29FC93-C979-4DB1-A8E3-E028FB39455D,23,-91.358242,True,NA,22,MO,Missouri,True,22,"['NHSC_FORHP_RCORP_SITE', 'SITE_PROFILE_COMPLETED']",4C04931E-C952-47CE-A94D-BFF8633494B6,21,Missouri Highlands Health Care - Eminence,"['Physician, MD/DO']",25,5732265505,True,23,,Main St,False,"['Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",4C04931E-C952-47CE-A94D-BFF8633494B6,"Physician, MD/DO",True,Family Practice,Job
NA,23,53.0000,23,,0,63957,37.140289,,,,22,Piedmont,,"{'fullTime': True, 'partTime': True}",8FC35CD9-849E-4040-B2FE-9CB413D911FE,23,-90.699082,True,NA,22,MO,Missouri,True,22,"['NHSC_FORHP_RCORP_SITE', 'SITE_PROFILE_COMPLETED']",FB744D54-C7DF-436E-8E76-E66584C7AA18,21,Missouri Highlands Health Care - Piedmont,"['Physician, MD/DO']",25,5732234800,True,23,,1 Hals Plz,False,"['Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",FB744D54-C7DF-436E-8E76-E66584C7AA18,"Physician, MD/DO",True,Family Practice,Job
NA,22,45.0000,22,,0,63638,37.248287,,,,21,Ellington,,"{'fullTime': True, 'partTime': True}",131C8432-0EF8-4B3A-992B-6ED3FACB43B5,22,-90.966011,True,NA,21,MO,Missouri,True,21,"['NHSC_FORHP_RCORP_SITE', 'SITE_PROFILE_COMPLETED']",92E5FE9A-D82A-4ADB-8CC4-4B0F306EE489,23,Missouri Highlands Health Care - Ellington,"['Physician, MD/DO']",23,5736632525,True,22,,61 Highway Y,False,"['Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",92E5FE9A-D82A-4ADB-8CC4-4B0F306EE489,"Physician, MD/DO",True,Family Practice,Job
NA,23,28.0000,23,,0,63935,36.631637,,,,22,Doniphan,,"{'fullTime': True, 'partTime': True}",205F2DF3-6B86-4B6A-A1CC-8C002EDA97D8,23,-90.828523,True,NA,22,MO,Missouri,True,22,"['NHSC_FORHP_RCORP_SITE', 'SITE_PROFILE_COMPLETED']",4FDAC922-FDC7-41D3-B57E-9DBE274CA4CC,21,Missouri Highlands Health Care - Doniphan North,"['Physician, MD/DO']",25,5739962136,True,23,,109 Leroux St,False,"['Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",4FDAC922-FDC7-41D3-B57E-9DBE274CA4CC,"Physician, MD/DO",True,Family Practice,Job
NA,23,49.0000,23,,0,63663,37.62388,,,,22,Pilot Knob,,"{'fullTime': True, 'partTime': True}",8023587A-1E3A-4809-8370-B637C72942E8,23,-90.645082,True,25,22,MO,Missouri,True,22,"['NHSC_FORHP_RCORP_SITE', 'SITE_PROFILE_COMPLETED']",05219773-1D87-4283-B463-6A399641FB3A,21,Missouri Highlands Health Care - Pilot Knob,"['Physician, MD/DO']",25,5735460602,True,23,,315 W Mulberry,False,"['Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",05219773-1D87-4283-B463-6A399641FB3A,"Physician, MD/DO",True,Family Practice,Job
NA,18,59.0000,18,,0,29102,33.689156,,,,16,Manning,,"{'fullTime': True, 'partTime': False}",5D4E8572-BA61-4AC7-94CD-E5FB66493559,18,-80.21308,True,NA,16,SC,South Carolina,True,16,['SITE_PROFILE_COMPLETED'],E230BB19-7204-43FC-A5C2-87DC812BE5B8,19,HopeHealth Inc - HopeHealth Manning Adult,"['Physician, MD/DO']",17,8034334321,True,18,,12 W South St,False,"['Physician, MD/DO - Psychiatry']",E230BB19-7204-43FC-A5C2-87DC812BE5B8,"Physician, MD/DO",True,Psychiatry,Job
55.0000,22,NA,NA,,0,33137,25.810927,,,,17,Miami,,"{'fullTime': True, 'partTime': False}",986BF6E9-C1A4-43DC-A1CE-6CB0C463DAD4,22,-80.190736,True,25,17,FL,,True,17,['SITE_PROFILE_COMPLETED'],0EB35366-A812-441D-A229-FACE689D6096,19,"Borinquen Health Care Center, Inc. - Main Office","['Physician, MD/DO']",25,,False,22,,3601 Federal Hwy,False,"['Physician, MD/DO - Geriatrics', 'Physician, MD/DO - Psychiatry', 'Physician, MD/DO - Family Practice', 'Physician, MD/DO - OB/GYN', 'Physician, MD/DO - Family Practice w/ OB']",0EB35366-A812-441D-A229-FACE689D6096,"Physician, MD/DO",True,Geriatrics,Job
55.0000,22,NA,22,,0,33137,25.802598,,,,17,Miami,,"{'fullTime': True, 'partTime': False}",0E87A95A-AFA9-44D8-B7B4-77DD339B3CE6,22,-80.190973,True,NA,17,FL,,True,17,['SITE_PROFILE_COMPLETED'],2A6D6795-2176-417E-B509-654F8267D74C,19,Borinquen Behavioral Health Resources Center and Specialty Care Center,"['Physician, MD/DO']",25,,True,22,,2691 NE 2nd Ave,False,"['Physician, MD/DO - Geriatrics', 'Physician, MD/DO - Psychiatry', 'Physician, MD/DO - Family Practice', 'Physician, MD/DO - OB/GYN', 'Physician, MD/DO - Family Practice w/ OB']",2A6D6795-2176-417E-B509-654F8267D74C,"Physician, MD/DO",True,Geriatrics,Job
NA,21,45.0000,21,,0,30624,34.203394,,,,21,Bowman,,"{'fullTime': True, 'partTime': False}",20C8F882-D729-40D5-A453-FE7E78C01614,21,-83.023855,True,NA,21,GA,,True,21,['SITE_PROFILE_COMPLETED'],09961946-0922-48FF-8161-E277568FF128,20,Medlink Bowman,"['Physician, MD/DO']",25,,True,21,,206 E Church St,False,"['Physician, MD/DO - Family Practice']",09961946-0922-48FF-8161-E277568FF128,"Physician, MD/DO",True,Family Practice,Job
NA,21,53.0000,21,,0,30528,34.601777,,,,21,Cleveland,,"{'fullTime': True, 'partTime': True}",BD01F048-E4F8-4D4C-A2BC-F280306AE90E,21,-83.767102,True,NA,21,GA,Georgia,True,21,['SITE_PROFILE_COMPLETED'],884308B4-CA9E-4DE1-ACCC-C24A46412B35,16,MedLink  White Family Health Center,"['Physician, MD/DO']",25,,True,21,,17 White St,False,"['Physician, MD/DO - Internal Medicine - Pediatrics', 'Physician, MD/DO - Family Practice']",884308B4-CA9E-4DE1-ACCC-C24A46412B35,"Physician, MD/DO",True,Internal Medicine - Pediatrics,Job
NA,21,53.0000,21,,0,30528,34.601777,,,,21,Cleveland,,"{'fullTime': True, 'partTime': True}",BD01F048-E4F8-4D4C-A2BC-F280306AE90E,21,-83.767102,True,NA,21,GA,Georgia,True,21,['SITE_PROFILE_COMPLETED'],3DFEB03D-C75A-464C-9D0F-AAF79F5D90BE,16,MedLink  White Family Health Center,"['Physician, MD/DO']",25,,True,21,,17 White St,False,"['Physician, MD/DO - Family Practice']",3DFEB03D-C75A-464C-9D0F-AAF79F5D90BE,"Physician, MD/DO",True,Family Practice,Job
NA,20,NA,20,,0,60202,42.019429,,,,21,Evanston,,"{'fullTime': True, 'partTime': True}",4453AF3E-C530-4042-9D2E-3087E4CB7294,20,-87.697595,True,19,21,IL,,True,21,['SITE_PROFILE_COMPLETED'],42C66EF4-3B3C-480C-AB19-E9E5D2E54CE6,18,Access-Evanston Family Health Center,"['Physician, MD/DO']",19,,True,20,,1723 Howard St,False,"['Physician, MD/DO - OB/GYN']",42C66EF4-3B3C-480C-AB19-E9E5D2E54CE6,"Physician, MD/DO",True,OB/GYN,Job
NA,20,NA,20,,0,60411,41.506032,,,,21,Chicago Heights,,"{'fullTime': True, 'partTime': True}",FEB370CD-48D2-474E-A959-520B7058E4AF,20,-87.647094,True,NA,21,IL,,True,21,['SITE_PROFILE_COMPLETED'],F265D581-DCED-4475-8B24-9CA7824D6447,19,Access - Family Health Society,"['Physician, MD/DO']",19,,True,20,,152 W Lincoln Hwy,False,"['Physician, MD/DO - OB/GYN']",F265D581-DCED-4475-8B24-9CA7824D6447,"Physician, MD/DO",True,OB/GYN,Job
